년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2021-01,AAR,OZ,아시아나항공,국제,CTU,도착,정기,여객,276,0,131,1806,141,1665,10136
2021-01,AAR,OZ,아시아나항공,국제,CTU,출발,정기,여객,384,1,0,587,0,0,8561
2021-01,AAR,OZ,아시아나항공,국제,DEL,도착,부정기,여객,328,1,0,0,0,0,3788
2021-01,AAR,OZ,아시아나항공,국제,DEL,출발,부정기,여객,224,0,0,0,0,0,9255
2021-01,AAR,OZ,아시아나항공,국제,DFW,출발,정기,화물,0,0,0,580959,394911,0,0
2021-01,AAR,OZ,아시아나항공,국제,DME,출발,정기,화물,0,0,0,185087,170957,0,0
2021-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,화물,0,0,0,2149003,268079,0,0
2021-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,여객,676,10,14,269211,92698,0,19071
2021-01,AAR,OZ,아시아나항공,국제,FRA,도착,부정기,화물,0,0,0,549632,47647,0,0
2021-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,화물,0,0,0,941353,397988,0,0
2021-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,여객,872,9,15,185998,73210,0,28774
2021-01,AAR,OZ,아시아나항공,국제,FRA,출발,부정기,화물,0,0,0,420079,185764,0,0
2021-01,AAR,OZ,아시아나항공,국제,FUK,도착,부정기,여객,65,3,65,2320,2277,0,3373
2021-01,AAR,OZ,아시아나항공,국제,FUK,출발,부정기,여객,68,1,1030,398,0,0,37793
2021-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,화물,0,0,0,1379500,915233,3069,0
2021-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,여객,762,1,1641,91094,4536,0,80831
2021-01,AAR,OZ,아시아나항공,국제,HAN,도착,부정기,화물,0,0,0,356760,94170,0,0
2021-01,AAR,OZ,아시아나항공,국제,HAN,도착,부정기,여객,593,4,959,67308,27283,0,48806
2021-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,화물,0,0,0,3600469,495215,8965,0
2021-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,여객,212,9,165,138123,69377,2487,11417
2021-01,AAR,OZ,아시아나항공,국제,HAN,출발,부정기,화물,0,0,0,384540,43819,1042,0
2021-01,AAR,OZ,아시아나항공,국제,HAN,출발,부정기,여객,0,0,0,115958,56860,8246,0
2021-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,화물,0,0,0,3200693,2448440,0,0
2021-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,여객,135,0,27,8875,676,0,4899
2021-01,AAR,OZ,아시아나항공,국제,HKG,도착,부정기,화물,0,0,0,235415,102200,0,0
2021-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,화물,0,0,0,2639722,136087,9592,0
2021-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,여객,160,2,45,5624,249,1058,5512
2021-01,AAR,OZ,아시아나항공,국제,HKG,출발,부정기,화물,0,0,0,191095,6161,6434,0
2021-01,AAR,OZ,아시아나항공,국제,HPH,출발,부정기,여객,264,0,0,0,0,0,6813
2021-01,AAR,OZ,아시아나항공,국제,HRB,도착,정기,여객,183,3,57,892,0,0,5280
2021-01,AAR,OZ,아시아나항공,국제,HRB,출발,정기,여객,892,5,0,16381,1,16380,18625
2021-01,AAR,OZ,아시아나항공,국제,ICN,도착,부정기,여객,167,0,0,0,0,0,0
2021-01,AAR,OZ,아시아나항공,국제,ICN,출발,부정기,여객,167,0,0,0,0,0,0
2021-01,AAR,OZ,아시아나항공,국제,JFK,도착,정기,여객,854,14,223,174549,98325,0,38874
2021-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,화물,0,0,0,1098528,896356,2545,0
2021-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,여객,1420,10,252,209786,152149,42581,67216
2021-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,화물,0,0,0,724766,518189,0,0
2021-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,여객,527,10,362,129639,74876,0,21858
2021-01,AAR,OZ,아시아나항공,국제,KIX,도착,부정기,여객,53,2,48,14579,7052,0,2665
2021-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,화물,0,0,0,607320,227348,44514,0
2021-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,여객,361,4,2568,69087,13919,34638,94530
2021-01,AAR,OZ,아시아나항공,국제,KIX,출발,부정기,여객,68,0,308,5801,1358,4116,11955
2021-01,AAR,OZ,아시아나항공,국제,KTM,출발,부정기,화물,0,0,0,21299,0,0,0
2021-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,화물,0,0,0,146800,86358,0,0
2021-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,여객,1952,16,389,296360,28442,0,90731
2021-01,AAR,OZ,아시아나항공,국제,LAX,도착,부정기,화물,0,0,0,262898,59842,0,0
2021-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,화물,0,0,0,2168404,1414682,2074,0
2021-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,여객,2193,22,485,399257,250787,21248,96955
2021-01,AAR,OZ,아시아나항공,국제,LAX,출발,부정기,화물,0,0,0,639410,322862,0,0
2021-01,AAR,OZ,아시아나항공,국제,LHR,도착,정기,여객,0,0,0,60258,10875,0,0
2021-01,AAR,OZ,아시아나항공,국제,LHR,도착,부정기,화물,0,0,0,3763,1199,0,0
2021-01,AAR,OZ,아시아나항공,국제,LHR,출발,정기,여객,137,4,8,80548,76761,0,4974
2021-01,AAR,OZ,아시아나항공,국제,MNL,도착,정기,여객,762,4,1169,368347,60819,0,48304
2021-01,AAR,OZ,아시아나항공,국제,MNL,출발,정기,여객,604,1,445,195183,47583,0,30192
2021-01,AAR,OZ,아시아나항공,국제,MXP,도착,정기,화물,0,0,0,777190,84616,0,0
2021-01,AAR,OZ,아시아나항공,국제,MXP,출발,정기,화물,0,0,0,338843,306681,0,0
2021-01,AAR,OZ,아시아나항공,국제,NGO,도착,정기,여객,32,1,30,124,99,0,1434
2021-01,AAR,OZ,아시아나항공,국제,NGO,출발,정기,여객,147,1,120,88,0,0,9528
2021-01,AAR,OZ,아시아나항공,국제,NKG,도착,정기,여객,840,1,41,39911,7649,0,21593
2021-01,AAR,OZ,아시아나항공,국제,NKG,도착,부정기,여객,73,0,0,0,0,0,2044
2021-01,AAR,OZ,아시아나항공,국제,NKG,출발,정기,여객,1188,3,0,6896,2770,0,34718
2021-01,AAR,OZ,아시아나항공,국제,NKG,출발,부정기,여객,303,0,0,64,0,0,9025
2021-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,화물,0,0,0,1063895,664768,9920,0
2021-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,여객,1426,30,452,9371,1002,6009,46942
2021-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,화물,0,0,0,993751,326385,44785,0
2021-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,여객,1070,16,710,11858,3418,110,43589
2021-01,AAR,OZ,아시아나항공,국제,ORD,도착,정기,화물,0,0,0,90803,2767,0,0
2021-01,AAR,OZ,아시아나항공,국제,ORD,도착,부정기,화물,0,0,0,248062,383,0,0
2021-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,화물,0,0,0,1415285,1089766,4703,0
2021-01,AAR,OZ,아시아나항공,국제,ORD,출발,부정기,화물,0,0,0,284188,279936,0,0
2021-01,AAR,OZ,아시아나항공,국제,PNH,도착,정기,여객,438,2,482,11178,734,0,23192
2021-01,AAR,OZ,아시아나항공,국제,PNH,도착,부정기,여객,140,0,97,782,88,0,5721
2021-01,AAR,OZ,아시아나항공,국제,PNH,출발,정기,여객,746,7,926,15987,2901,0,49905
2021-01,AAR,OZ,아시아나항공,국제,PNH,출발,부정기,여객,70,0,155,3161,0,0,5056
2021-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,화물,0,0,0,3110826,1881812,50714,0
2021-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,화물,0,0,0,2533476,643218,19122,0
2021-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,화물,0,0,0,1154605,300324,5993,0
2021-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,여객,380,5,118,91569,64469,0,17444
2021-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,화물,0,0,0,42549,42041,0,0
2021-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,여객,510,4,302,99350,76756,0,28674
2021-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,화물,0,0,0,1795571,428341,0,0
2021-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,여객,613,12,105,121611,11876,0,25943
2021-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,화물,0,0,0,426043,207310,28357,0
2021-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,여객,757,9,119,159200,94757,28358,31418
2021-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,여객,342,6,751,172932,58693,0,37338
2021-01,AAR,OZ,아시아나항공,국제,SGN,도착,부정기,화물,0,0,0,113285,58747,0,0
2021-01,AAR,OZ,아시아나항공,국제,SGN,도착,부정기,여객,87,1,340,47706,21675,0,13801
2021-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,화물,0,0,0,619436,208511,4405,0
2021-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,여객,151,2,170,239273,77350,3302,10858
2021-01,AAR,OZ,아시아나항공,국제,SGN,출발,부정기,화물,0,0,0,255562,58707,2407,0
2021-01,AAR,OZ,아시아나항공,국제,SGN,출발,부정기,여객,1,0,22,97222,41284,1484,877
2021-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,화물,0,0,0,1403651,264515,2681,0
2021-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,여객,177,3,47,194013,11273,4367,5742
2021-01,AAR,OZ,아시아나항공,국제,SIN,도착,부정기,화물,0,0,0,213525,12515,0,0
2021-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,화물,0,0,0,637616,396866,536,0
2021-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,여객,322,3,8,176491,68350,5444,10227
2021-01,AAR,OZ,아시아나항공,국제,SIN,출발,부정기,화물,0,0,0,168111,126878,0,0
2021-01,AAR,OZ,아시아나항공,국제,STN,출발,정기,화물,0,0,0,437732,416312,0,0
2021-01,AAR,OZ,아시아나항공,국제,SYD,도착,정기,여객,593,6,14,55727,6294,0,15881
2021-01,AAR,OZ,아시아나항공,국제,SYD,도착,부정기,화물,0,0,0,10036,7748,0,0
2021-01,AAR,OZ,아시아나항공,국제,SYD,출발,정기,여객,121,2,11,34172,420,0,5127
2021-01,AAR,OZ,아시아나항공,국제,SYD,출발,부정기,화물,0,0,0,20966,20966,0,0
2021-01,AAR,OZ,아시아나항공,국제,TAO,도착,부정기,화물,0,0,0,446540,386772,0,0
2021-01,AAR,OZ,아시아나항공,국제,TAO,출발,부정기,화물,0,0,0,194583,70635,15425,0
2021-01,AAR,OZ,아시아나항공,국제,TAS,도착,정기,여객,259,4,2,1356,0,0,6968
2021-01,AAR,OZ,아시아나항공,국제,TAS,도착,부정기,여객,65,2,1,428,425,0,1561
2021-01,AAR,OZ,아시아나항공,국제,TAS,출발,정기,여객,232,2,39,2584,7,0,14954
2021-01,AAR,OZ,아시아나항공,국제,TAS,출발,부정기,여객,251,6,23,4706,104,0,15513
2021-01,AAR,OZ,아시아나항공,국제,TPE,도착,정기,여객,247,5,36,267529,113135,0,7805
2021-01,AAR,OZ,아시아나항공,국제,TPE,도착,부정기,화물,0,0,0,191034,86941,0,0
2021-01,AAR,OZ,아시아나항공,국제,TPE,출발,정기,여객,222,3,30,277159,11552,0,7587
2021-01,AAR,OZ,아시아나항공,국제,TPE,출발,부정기,화물,0,0,0,461636,0,0,0
2021-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,화물,0,0,0,833239,654386,1049,0
2021-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,화물,0,0,0,1100327,682573,0,0
2021-01,AAR,OZ,아시아나항공,국제,VDO,출발,부정기,여객,584,2,0,0,0,0,15325
2021-01,AAR,OZ,아시아나항공,국제,VIE,출발,정기,화물,0,0,0,1340673,460087,0,0
2021-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,화물,0,0,0,275150,228971,0,0
2021-01,AAR,OZ,아시아나항공,국제,YNT,도착,부정기,화물,0,0,0,161304,114071,0,0
2021-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,화물,0,0,0,204082,130113,0,0
2021-01,AAR,OZ,아시아나항공,국제,YNT,출발,부정기,화물,0,0,0,114192,57838,0,0
2021-01,ABL,BX,에어 부산,국제,DAC,도착,부정기,여객,108,0,0,0,0,0,2070
2021-01,ABL,BX,에어 부산,국제,DAC,출발,부정기,여객,80,0,0,0,0,0,4186
2021-01,ABL,BX,에어 부산,국제,ICN,도착,부정기,여객,356,1,0,0,0,0,0
2021-01,ABL,BX,에어 부산,국제,ICN,출발,부정기,여객,356,1,0,0,0,0,0
2021-01,ABL,BX,에어 부산,국제,NGB,도착,정기,여객,123,0,1,0,0,0,2667
2021-01,ABL,BX,에어 부산,국제,NGB,출발,정기,여객,349,1,0,0,0,0,6785
2021-01,ABW,RU,에어브릿지 화물항공,국제,DME,도착,정기,화물,0,0,0,421642,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,DME,도착,부정기,화물,0,0,0,212227,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,DME,출발,부정기,화물,0,0,0,59292,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,HKG,출발,정기,화물,0,0,0,123928,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,HKG,출발,부정기,화물,0,0,0,67685,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,KJA,출발,부정기,화물,0,0,0,205758,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,NRT,도착,정기,화물,0,0,0,388442,114719,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,정기,화물,0,0,0,248278,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,부정기,화물,0,0,0,284701,0,0,0
2021-01,ABW,RU,에어브릿지 화물항공,국제,SVO,출발,정기,화물,0,0,0,836366,0,0,0
2021-01,ACA,AC,캐나다항공,국제,YVR,도착,정기,여객,906,5,197,170129,0,0,42042
2021-01,ACA,AC,캐나다항공,국제,YVR,도착,부정기,화물,0,0,0,14720,0,0,0
2021-01,ACA,AC,캐나다항공,국제,YVR,출발,정기,여객,1375,10,154,179823,0,33873,56364
2021-01,ACA,AC,캐나다항공,국제,YVR,출발,부정기,화물,0,0,0,60165,0,0,0
2021-01,ACA,AC,캐나다항공,국제,YYZ,도착,부정기,화물,0,0,0,28922,0,0,0
2021-01,ACA,AC,캐나다항공,국제,YYZ,출발,부정기,화물,0,0,0,48596,0,0,0
2021-01,AFL,SU,에어로플로트항공,국제,SVO,도착,정기,여객,518,7,0,25232,0,13259,10825
2021-01,AFL,SU,에어로플로트항공,국제,SVO,도착,부정기,화물,0,0,0,501,0,8,0
2021-01,AFL,SU,에어로플로트항공,국제,SVO,출발,정기,여객,572,8,18,66017,0,3852,14790
2021-01,AFL,SU,에어로플로트항공,국제,SVO,출발,부정기,화물,0,0,0,16600,0,0,0
2021-01,AFR,AF,프랑스항공,국제,CDG,도착,정기,여객,751,9,16,269188,0,9912,22570
2021-01,AFR,AF,프랑스항공,국제,CDG,도착,부정기,화물,0,0,0,172116,0,3021,0
2021-01,AFR,AF,프랑스항공,국제,CDG,출발,정기,여객,755,7,15,355497,0,18080,21947
2021-01,AFR,AF,프랑스항공,국제,CDG,출발,부정기,화물,0,0,0,122218,0,3311,0
2021-01,AHK,LD,에어홍콩,국제,HKG,도착,정기,화물,0,0,0,915342,0,0,0
2021-01,AHK,LD,에어홍콩,국제,HKG,출발,정기,화물,0,0,0,994840,0,0,0
2021-01,AIC,AI,인도항공,국제,DEL,도착,부정기,화물,0,0,0,6215,0,5076,0
2021-01,AIC,AI,인도항공,국제,DEL,출발,부정기,화물,0,0,0,96545,0,7162,0
2021-01,AIC,AI,인도항공,국제,MAA,도착,부정기,여객,251,0,0,3983,0,3668,8692
2021-01,AIC,AI,인도항공,국제,MAA,출발,부정기,여객,398,1,4,0,0,0,22610
2021-01,AIH,KJ,에어인천,국제,CKG,도착,부정기,화물,0,0,0,54004,0,0,0
2021-01,AIH,KJ,에어인천,국제,CKG,출발,부정기,화물,0,0,0,49842,0,0,0
2021-01,AIH,KJ,에어인천,국제,CTU,도착,정기,화물,0,0,0,126698,0,346,0
2021-01,AIH,KJ,에어인천,국제,CTU,도착,부정기,화물,0,0,0,63026,0,134,0
2021-01,AIH,KJ,에어인천,국제,CTU,출발,정기,화물,0,0,0,103815,0,0,0
2021-01,AIH,KJ,에어인천,국제,CTU,출발,부정기,화물,0,0,0,56826,0,0,0
2021-01,AIH,KJ,에어인천,국제,UUS,도착,정기,화물,0,0,0,1833,0,0,0
2021-01,AIH,KJ,에어인천,국제,UUS,출발,정기,화물,0,0,0,283,0,0,0
2021-01,AIH,KJ,에어인천,국제,YNT,도착,정기,화물,0,0,0,128991,0,0,0
2021-01,AIH,KJ,에어인천,국제,YNT,출발,정기,화물,0,0,0,414256,0,0,0
2021-01,AJX,NQ,에어재팬,국제,NRT,도착,정기,화물,0,0,0,757741,4321,84171,0
2021-01,AJX,NQ,에어재팬,국제,NRT,출발,정기,화물,0,0,0,941598,0,44799,0
2021-01,ALK,UL,스리랑칸 에어라인즈,국제,CMB,도착,부정기,여객,9,0,0,11645,0,0,110
2021-01,ALK,UL,스리랑칸 에어라인즈,국제,CMB,출발,부정기,여객,143,0,0,37421,0,0,5367
2021-01,AMX,AM,AEROMEXICO,국제,MEX,도착,정기,여객,743,4,32,30983,0,0,23179
2021-01,AMX,AM,AEROMEXICO,국제,MEX,출발,정기,여객,912,10,64,113629,0,0,36507
2021-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,도착,부정기,화물,0,0,0,32840,0,0,0
2021-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,도착,부정기,여객,89,2,5,8664,0,0,2825
2021-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,출발,부정기,화물,0,0,0,40281,0,0,0
2021-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,출발,부정기,여객,22,0,2,16113,0,0,657
2021-01,ASV,RS,에어서울,국제,ICN,도착,부정기,여객,117,0,0,0,0,0,0
2021-01,ASV,RS,에어서울,국제,ICN,출발,부정기,여객,117,0,0,0,0,0,0
2021-01,ASV,RS,에어서울,국제,TAO,도착,정기,여객,282,0,38,0,0,0,6417
2021-01,ASV,RS,에어서울,국제,TAO,출발,정기,여객,554,4,0,0,0,0,11639
2021-01,ASV,RS,에어서울,국제,YNT,도착,정기,여객,88,1,0,95,0,0,1712
2021-01,ASV,RS,에어서울,국제,YNT,도착,부정기,여객,99,0,1,746,0,0,1971
2021-01,ASV,RS,에어서울,국제,YNT,출발,정기,여객,263,3,0,89,0,0,5731
2021-01,ASV,RS,에어서울,국제,YNT,출발,부정기,여객,200,2,1,0,0,0,4334
2021-01,AUI,PS,UKRAINE INT AIRLINES,국제,KBP,출발,부정기,화물,0,0,0,21011,0,0,0
2021-01,AZG,7L,실크웨이웨스트항공,국제,GYD,도착,정기,화물,0,0,0,218971,0,3,0
2021-01,AZG,7L,실크웨이웨스트항공,국제,GYD,도착,부정기,화물,0,0,0,328149,0,24,0
2021-01,AZG,7L,실크웨이웨스트항공,국제,GYD,출발,정기,화물,0,0,0,888601,0,6955,0
2021-01,AZG,7L,실크웨이웨스트항공,국제,GYD,출발,부정기,화물,0,0,0,561131,0,2851,0
2021-01,BAV,QH,뱀부항공,국제,HAN,도착,부정기,화물,0,0,0,430743,504,100315,0
2021-01,BAV,QH,뱀부항공,국제,HAN,출발,부정기,화물,0,0,0,405245,0,12879,0
2021-01,BAW,BA,영국항공,국제,LHR,도착,부정기,화물,0,0,0,36326,0,0,0
2021-01,BAW,BA,영국항공,국제,LHR,출발,부정기,화물,0,0,0,74861,0,0,0
2021-01,BOX,3S,에어로로직,국제,LEJ,도착,정기,화물,0,0,0,1570947,0,0,0
2021-01,BOX,3S,에어로로직,국제,LEJ,출발,정기,화물,0,0,0,70448,0,0,0
2021-01,CAL,CI,중화항공,국제,TPE,도착,정기,여객,76,0,36,127705,0,18261,3271
2021-01,CAL,CI,중화항공,국제,TPE,도착,부정기,화물,0,0,0,588469,0,55090,0
2021-01,CAL,CI,중화항공,국제,TPE,출발,정기,여객,141,3,25,133991,0,3395,5149
2021-01,CAL,CI,중화항공,국제,TPE,출발,부정기,화물,0,0,0,1130312,0,7490,0
2021-01,CCA,CA,중국국제항공,국제,HGH,도착,정기,여객,127,0,7,14347,0,23,3472
2021-01,CCA,CA,중국국제항공,국제,HGH,출발,정기,여객,613,3,0,5265,0,0,17274
2021-01,CCA,CA,중국국제항공,국제,PEK,도착,정기,여객,530,0,8,38604,0,5076,15304
2021-01,CCA,CA,중국국제항공,국제,PEK,출발,정기,여객,1007,2,0,47042,0,22513,27944
2021-01,CCA,CA,중국국제항공,국제,PVG,도착,부정기,화물,0,0,0,379510,0,0,0
2021-01,CCA,CA,중국국제항공,국제,PVG,출발,부정기,화물,0,0,0,257847,0,0,0
2021-01,CDC,GJ,룽에어,국제,LYI,도착,부정기,화물,0,0,0,2264,0,0,0
2021-01,CDC,GJ,룽에어,국제,LYI,출발,부정기,화물,0,0,0,6154,0,0,0
2021-01,CDG,SC,산동항공,국제,TAO,도착,정기,여객,576,1,1,4722,0,4721,16454
2021-01,CDG,SC,산동항공,국제,TAO,도착,부정기,화물,0,0,0,89032,0,0,0
2021-01,CDG,SC,산동항공,국제,TAO,출발,정기,여객,811,1,0,0,0,0,20850
2021-01,CDG,SC,산동항공,국제,TAO,출발,부정기,화물,0,0,0,75521,0,0,0
2021-01,CDG,SC,산동항공,국제,YNT,도착,정기,여객,155,2,0,0,0,0,4785
2021-01,CDG,SC,산동항공,국제,YNT,도착,부정기,화물,0,0,0,141122,0,0,0
2021-01,CDG,SC,산동항공,국제,YNT,출발,정기,여객,516,0,0,0,0,0,13188
2021-01,CDG,SC,산동항공,국제,YNT,출발,부정기,화물,0,0,0,68903,0,0,0
2021-01,CDG,SC,산동항공,국제,YNT,출발,부정기,여객,41,0,0,0,0,0,1239
2021-01,CEB,5J,세부퍼시픽항공,국제,MNL,도착,부정기,여객,181,12,0,71463,0,0,3710
2021-01,CEB,5J,세부퍼시픽항공,국제,MNL,출발,부정기,여객,88,2,3,284632,0,0,1600
2021-01,CES,MU,중국동방항공,국제,PVG,도착,정기,여객,1073,4,0,73941,0,0,35246
2021-01,CES,MU,중국동방항공,국제,PVG,도착,부정기,화물,0,0,0,150091,0,0,0
2021-01,CES,MU,중국동방항공,국제,PVG,출발,정기,여객,1066,5,0,56184,0,2145,35179
2021-01,CES,MU,중국동방항공,국제,PVG,출발,부정기,화물,0,0,0,98883,0,0,0
2021-01,CES,MU,중국동방항공,국제,YNT,도착,정기,여객,11,0,0,389,0,0,294
2021-01,CES,MU,중국동방항공,국제,YNT,도착,부정기,화물,0,0,0,102719,0,0,0
