년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2022-02,KAL,KE,대한항공,국제,NGO,도착,부정기,여객,32,4,0,30762,23034,825,820
2022-02,KAL,KE,대한항공,국제,NGO,출발,정기,여객,181,7,33,47238,15078,9550,5352
2022-02,KAL,KE,대한항공,국제,NGO,출발,부정기,화물,0,0,0,207550,178245,6704,0
2022-02,KAL,KE,대한항공,국제,NGO,출발,부정기,여객,4,0,3,14973,14973,0,145
2022-02,KAL,KE,대한항공,국제,NRT,도착,정기,화물,0,0,0,2975036,1889168,35699,0
2022-02,KAL,KE,대한항공,국제,NRT,도착,정기,여객,2100,31,334,327537,164324,43623,59676
2022-02,KAL,KE,대한항공,국제,NRT,도착,부정기,화물,0,0,0,1109923,967984,19362,0
2022-02,KAL,KE,대한항공,국제,NRT,출발,정기,화물,0,0,0,1853796,994252,25940,0
2022-02,KAL,KE,대한항공,국제,NRT,출발,정기,여객,961,21,146,260019,149466,86369,27041
2022-02,KAL,KE,대한항공,국제,NRT,출발,부정기,화물,0,0,0,1008498,720305,67057,0
2022-02,KAL,KE,대한항공,국제,ORD,도착,정기,화물,0,0,0,424816,145243,0,0
2022-02,KAL,KE,대한항공,국제,ORD,도착,정기,여객,641,8,227,114359,64891,0,29875
2022-02,KAL,KE,대한항공,국제,ORD,도착,부정기,화물,0,0,0,178750,67286,0,0
2022-02,KAL,KE,대한항공,국제,ORD,출발,정기,화물,0,0,0,1886725,1298553,0,0
2022-02,KAL,KE,대한항공,국제,ORD,출발,정기,여객,558,11,249,181401,120140,40001,28496
2022-02,KAL,KE,대한항공,국제,ORD,출발,부정기,화물,0,0,0,1392436,1190629,4654,0
2022-02,KAL,KE,대한항공,국제,OSL,도착,정기,화물,0,0,0,1094696,329789,0,0
2022-02,KAL,KE,대한항공,국제,OSL,출발,정기,화물,0,0,0,159737,0,0,0
2022-02,KAL,KE,대한항공,국제,PEK,도착,부정기,화물,0,0,0,211158,165396,12361,0
2022-02,KAL,KE,대한항공,국제,PEK,도착,부정기,여객,460,0,2,0,0,0,18658
2022-02,KAL,KE,대한항공,국제,PEK,출발,부정기,화물,0,0,0,214685,89989,17781,0
2022-02,KAL,KE,대한항공,국제,PEK,출발,부정기,여객,166,0,0,0,0,0,12260
2022-02,KAL,KE,대한항공,국제,PEN,도착,정기,화물,0,0,0,922125,692714,0,0
2022-02,KAL,KE,대한항공,국제,PEN,도착,부정기,화물,0,0,0,488638,405985,0,0
2022-02,KAL,KE,대한항공,국제,PEN,출발,정기,화물,0,0,0,523426,420555,0,0
2022-02,KAL,KE,대한항공,국제,PEN,출발,부정기,화물,0,0,0,527930,397485,0,0
2022-02,KAL,KE,대한항공,국제,PNH,도착,정기,여객,660,2,1381,81308,1466,4980,72335
2022-02,KAL,KE,대한항공,국제,PNH,출발,정기,여객,736,16,2055,47753,20366,1950,102576
2022-02,KAL,KE,대한항공,국제,PRG,도착,부정기,화물,0,0,0,13264,9318,0,0
2022-02,KAL,KE,대한항공,국제,PVG,도착,정기,화물,0,0,0,2869274,2316719,0,0
2022-02,KAL,KE,대한항공,국제,PVG,도착,부정기,화물,0,0,0,932098,837719,3415,0
2022-02,KAL,KE,대한항공,국제,PVG,출발,정기,화물,0,0,0,2770455,1234894,11892,0
2022-02,KAL,KE,대한항공,국제,PVG,출발,부정기,화물,0,0,0,871570,614282,9765,0
2022-02,KAL,KE,대한항공,국제,RFD,출발,부정기,화물,0,0,0,559782,50923,0,0
2022-02,KAL,KE,대한항공,국제,SCL,도착,정기,화물,0,0,0,129870,83195,0,0
2022-02,KAL,KE,대한항공,국제,SEA,도착,정기,화물,0,0,0,1189914,576967,0,0
2022-02,KAL,KE,대한항공,국제,SEA,도착,정기,여객,600,9,412,138142,96479,0,34842
2022-02,KAL,KE,대한항공,국제,SEA,출발,정기,화물,0,0,0,114667,65259,0,0
2022-02,KAL,KE,대한항공,국제,SEA,출발,정기,여객,643,5,272,88329,81388,0,29851
2022-02,KAL,KE,대한항공,국제,SFO,도착,정기,화물,0,0,0,716855,205972,0,0
2022-02,KAL,KE,대한항공,국제,SFO,도착,정기,여객,1175,14,227,53033,10733,0,44317
2022-02,KAL,KE,대한항공,국제,SFO,출발,정기,여객,931,12,220,163128,123054,9966,39445
2022-02,KAL,KE,대한항공,국제,SGN,도착,정기,화물,0,0,0,279113,183530,0,0
2022-02,KAL,KE,대한항공,국제,SGN,도착,정기,여객,1136,13,1017,304506,176084,0,71963
2022-02,KAL,KE,대한항공,국제,SGN,도착,부정기,화물,0,0,0,517393,504351,0,0
2022-02,KAL,KE,대한항공,국제,SGN,출발,정기,화물,0,0,0,436084,271501,2117,0
2022-02,KAL,KE,대한항공,국제,SGN,출발,정기,여객,1165,15,1010,225210,70316,2845,74637
2022-02,KAL,KE,대한항공,국제,SGN,출발,부정기,화물,0,0,0,208109,156648,9446,0
2022-02,KAL,KE,대한항공,국제,SHE,도착,정기,여객,609,4,128,27255,25405,0,19782
2022-02,KAL,KE,대한항공,국제,SHE,출발,정기,여객,381,3,0,0,0,0,9079
2022-02,KAL,KE,대한항공,국제,SIN,도착,정기,화물,0,0,0,997119,570301,0,0
2022-02,KAL,KE,대한항공,국제,SIN,도착,정기,여객,980,7,125,220962,55164,9504,23343
2022-02,KAL,KE,대한항공,국제,SIN,도착,부정기,화물,0,0,0,447550,172053,14268,0
2022-02,KAL,KE,대한항공,국제,SIN,출발,정기,화물,0,0,0,1097310,695009,4099,0
2022-02,KAL,KE,대한항공,국제,SIN,출발,정기,여객,976,4,187,218321,105152,8454,26960
2022-02,KAL,KE,대한항공,국제,SIN,출발,부정기,화물,0,0,0,483192,256951,14218,0
2022-02,KAL,KE,대한항공,국제,SVO,도착,정기,여객,396,1,7,11732,1168,0,8931
2022-02,KAL,KE,대한항공,국제,SVO,출발,정기,화물,0,0,0,344966,248832,13544,0
2022-02,KAL,KE,대한항공,국제,SVO,출발,정기,여객,333,3,16,49008,47287,0,11189
2022-02,KAL,KE,대한항공,국제,SYD,도착,정기,여객,567,7,70,46014,0,1185,15572
2022-02,KAL,KE,대한항공,국제,SYD,도착,부정기,화물,0,0,0,37683,16076,245,0
2022-02,KAL,KE,대한항공,국제,SYD,도착,부정기,여객,177,3,19,12269,0,380,5023
2022-02,KAL,KE,대한항공,국제,SYD,출발,정기,여객,1073,11,53,29713,6073,0,32622
2022-02,KAL,KE,대한항공,국제,SYD,출발,부정기,화물,0,0,0,214572,16100,0,0
2022-02,KAL,KE,대한항공,국제,SYD,출발,부정기,여객,366,4,4,8671,2950,0,10573
2022-02,KAL,KE,대한항공,국제,SZX,도착,부정기,화물,0,0,0,112796,84171,0,0
2022-02,KAL,KE,대한항공,국제,SZX,출발,부정기,화물,0,0,0,50812,23792,0,0
2022-02,KAL,KE,대한항공,국제,TAO,도착,부정기,화물,0,0,0,199825,142688,21171,0
2022-02,KAL,KE,대한항공,국제,TAO,출발,부정기,화물,0,0,0,243262,80234,2929,0
2022-02,KAL,KE,대한항공,국제,TAS,도착,정기,여객,526,7,16,43848,39812,3158,16921
2022-02,KAL,KE,대한항공,국제,TAS,출발,정기,여객,294,7,27,41877,27682,2193,15274
2022-02,KAL,KE,대한항공,국제,TPE,도착,정기,여객,265,7,221,133054,34317,0,16496
2022-02,KAL,KE,대한항공,국제,TPE,도착,부정기,화물,0,0,0,177702,55644,0,0
2022-02,KAL,KE,대한항공,국제,TPE,출발,정기,여객,159,3,90,137048,26879,3032,7073
2022-02,KAL,KE,대한항공,국제,TPE,출발,부정기,화물,0,0,0,238137,28287,2387,0
2022-02,KAL,KE,대한항공,국제,TSN,도착,정기,화물,0,0,0,1135454,1052400,2231,0
2022-02,KAL,KE,대한항공,국제,TSN,도착,부정기,화물,0,0,0,295126,284471,1142,0
2022-02,KAL,KE,대한항공,국제,TSN,출발,정기,화물,0,0,0,1211883,703290,0,0
2022-02,KAL,KE,대한항공,국제,TSN,출발,부정기,화물,0,0,0,333549,180940,0,0
2022-02,KAL,KE,대한항공,국제,UBN,도착,정기,여객,462,2,351,18373,2965,0,19471
2022-02,KAL,KE,대한항공,국제,UBN,출발,정기,여객,315,9,359,26364,22565,0,28741
2022-02,KAL,KE,대한항공,국제,VCP,도착,정기,화물,0,0,0,27912,13856,0,0
2022-02,KAL,KE,대한항공,국제,VCP,출발,정기,화물,0,0,0,230618,164831,0,0
2022-02,KAL,KE,대한항공,국제,VIE,출발,정기,화물,0,0,0,1210879,367426,15912,0
2022-02,KAL,KE,대한항공,국제,VIE,출발,부정기,화물,0,0,0,154272,54580,598,0
2022-02,KAL,KE,대한항공,국제,VVO,도착,정기,여객,98,0,82,6,6,0,4239
2022-02,KAL,KE,대한항공,국제,VVO,출발,정기,여객,72,1,16,43,0,0,3074
2022-02,KAL,KE,대한항공,국제,WUH,도착,부정기,화물,0,0,0,212468,198507,2256,0
2022-02,KAL,KE,대한항공,국제,WUH,출발,부정기,화물,0,0,0,111459,82828,0,0
2022-02,KAL,KE,대한항공,국제,XIY,도착,정기,화물,0,0,0,195817,142351,10384,0
2022-02,KAL,KE,대한항공,국제,XIY,출발,정기,화물,0,0,0,86622,63146,0,0
2022-02,KAL,KE,대한항공,국제,XMN,도착,부정기,화물,0,0,0,97603,3186,1834,0
2022-02,KAL,KE,대한항공,국제,XMN,출발,부정기,화물,0,0,0,98916,52573,0,0
2022-02,KAL,KE,대한항공,국제,YHZ,도착,부정기,화물,0,0,0,342499,210244,0,0
2022-02,KAL,KE,대한항공,국제,YVR,도착,정기,화물,0,0,0,123990,24032,0,0
2022-02,KAL,KE,대한항공,국제,YVR,도착,정기,여객,1337,26,271,55885,24481,0,52495
2022-02,KAL,KE,대한항공,국제,YVR,출발,정기,여객,1145,26,315,103947,45219,34349,61465
2022-02,KAL,KE,대한항공,국제,YYZ,도착,정기,화물,0,0,0,251237,87362,0,0
2022-02,KAL,KE,대한항공,국제,YYZ,도착,정기,여객,886,23,683,96886,41351,0,55747
2022-02,KAL,KE,대한항공,국제,YYZ,도착,부정기,화물,0,0,0,335809,98093,0,0
2022-02,KAL,KE,대한항공,국제,YYZ,출발,정기,여객,794,20,967,116564,91314,19020,76837
2022-02,KAL,KE,대한항공,국제,YYZ,출발,부정기,화물,0,0,0,658475,454471,889,0
2022-02,KAL,KE,대한항공,국제,ZRH,도착,정기,화물,0,0,0,318772,142928,0,0
2022-02,KAL,KE,대한항공,국제,ZRH,출발,정기,화물,0,0,0,6121,2210,0,0
2022-02,KHV,K6,캄보디아 앙코르 에어,국제,PNH,출발,부정기,화물,0,0,0,6563,0,0,0
2022-02,KLM,KL,KLM네덜란드항공,국제,AMS,도착,정기,여객,2657,15,295,207615,0,6994,78252
2022-02,KLM,KL,KLM네덜란드항공,국제,AMS,출발,정기,여객,1631,10,23,253306,0,3433,46071
2022-02,KZR,KC,아스타나항공,국제,ALA,도착,정기,여객,822,7,4,6715,0,2491,20448
2022-02,KZR,KC,아스타나항공,국제,ALA,출발,정기,여객,895,9,15,8188,0,715,36380
2022-02,LAO,QV,라오 항공,국제,VTE,도착,부정기,여객,167,1,146,5213,0,934,7169
2022-02,LAO,QV,라오 항공,국제,VTE,출발,부정기,여객,127,2,179,4526,0,60,9605
2022-02,LHA,GI,롱하오 항공,국제,CGO,도착,부정기,화물,0,0,0,29315,0,9517,0
2022-02,LHA,GI,롱하오 항공,국제,CGO,출발,부정기,화물,0,0,0,30861,0,0,0
2022-02,LHA,GI,롱하오 항공,국제,YNT,도착,부정기,화물,0,0,0,134123,0,1016,0
2022-02,LHA,GI,롱하오 항공,국제,YNT,출발,부정기,화물,0,0,0,255512,0,0,0
2022-02,LOT,LO,LOT 폴란드항공,국제,BUD,도착,정기,여객,550,1,3,39514,0,12,13168
2022-02,LOT,LO,LOT 폴란드항공,국제,BUD,출발,정기,여객,948,0,0,11140,0,0,29112
2022-02,LOT,LO,LOT 폴란드항공,국제,WAW,도착,정기,여객,1937,8,43,163801,0,9760,45258
2022-02,LOT,LO,LOT 폴란드항공,국제,WAW,도착,부정기,화물,0,0,0,33703,0,0,0
2022-02,LOT,LO,LOT 폴란드항공,국제,WAW,출발,정기,여객,1605,7,15,106555,0,2798,47446
2022-02,LOT,LO,LOT 폴란드항공,국제,WAW,출발,부정기,화물,0,0,0,33782,0,0,0
2022-02,MAS,MH,말레이시아항공,국제,KUL,도착,정기,여객,521,1,7,54913,0,2323,15744
2022-02,MAS,MH,말레이시아항공,국제,KUL,도착,부정기,화물,0,0,0,372118,0,8116,0
2022-02,MAS,MH,말레이시아항공,국제,KUL,출발,정기,여객,177,1,4,66206,0,0,4933
2022-02,MAS,MH,말레이시아항공,국제,KUL,출발,부정기,화물,0,0,0,418908,0,12110,0
2022-02,MAS,MH,말레이시아항공,국제,PER,출발,부정기,화물,0,0,0,37131,0,0,0
2022-02,MGL,OM,몽골항공,국제,UBN,도착,정기,여객,458,6,94,1156,0,761,14320
2022-02,MGL,OM,몽골항공,국제,UBN,도착,부정기,화물,0,0,0,25826,0,5691,0
2022-02,MGL,OM,몽골항공,국제,UBN,도착,부정기,여객,92,1,358,802,0,459,10869
2022-02,MGL,OM,몽골항공,국제,UBN,출발,정기,여객,187,6,376,1295,0,0,18926
2022-02,MGL,OM,몽골항공,국제,UBN,출발,부정기,화물,0,0,0,266193,0,12443,0
2022-02,MGL,OM,몽골항공,국제,UBN,출발,부정기,여객,180,5,271,393,0,0,15683
2022-02,MMA,8M,미얀마 국제항공,국제,RGN,도착,정기,여객,501,0,30,15304,0,8730,15785
2022-02,MMA,8M,미얀마 국제항공,국제,RGN,출발,정기,여객,534,0,146,626,0,0,20820
2022-02,MMA,8M,미얀마 국제항공,국제,RGN,출발,부정기,화물,0,0,0,5914,0,0,0
2022-02,NCR,N8,내셔널항공,국제,ANC,출발,부정기,화물,0,0,0,63075,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,ANC,도착,정기,화물,0,0,0,26472,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,ANC,출발,정기,화물,0,0,0,285811,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,CVG,도착,정기,화물,0,0,0,1442453,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,CVG,도착,부정기,화물,0,0,0,214587,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,CVG,출발,정기,화물,0,0,0,114292,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,HKG,도착,정기,화물,0,0,0,18914,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,HKG,출발,정기,화물,0,0,0,110660,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,LAX,도착,정기,화물,0,0,0,767755,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,NGO,도착,정기,화물,0,0,0,224983,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,NGO,출발,정기,화물,0,0,0,1690485,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,NRT,도착,정기,화물,0,0,0,492505,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,NRT,도착,부정기,화물,0,0,0,101627,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,ORD,도착,정기,화물,0,0,0,12541,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,PVG,출발,정기,화물,0,0,0,593744,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,SIN,도착,정기,화물,0,0,0,15637,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,SIN,출발,정기,화물,0,0,0,49540,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,TPE,도착,정기,화물,0,0,0,45334,0,0,0
2022-02,PAC,PO,폴라에어카고,국제,TPE,출발,정기,화물,0,0,0,328745,0,0,0
2022-02,PAL,PR,필리핀항공,국제,MNL,도착,부정기,화물,0,0,0,36381,0,0,0
2022-02,PAL,PR,필리핀항공,국제,MNL,도착,부정기,여객,0,0,0,53040,0,0,0
2022-02,PAL,PR,필리핀항공,국제,MNL,출발,부정기,화물,0,0,0,77117,0,0,0
2022-02,PAL,PR,필리핀항공,국제,MNL,출발,부정기,여객,320,5,281,161760,0,0,18597
2022-02,QDA,QW,청도항공,국제,TAO,도착,정기,여객,1039,0,3,1670,0,1364,30833
2022-02,QDA,QW,청도항공,국제,TAO,출발,정기,여객,673,3,4,3384,0,3384,18944
2022-02,QFA,QF,콴타스항공,국제,ANC,출발,정기,화물,0,0,0,41893,0,0,0
2022-02,QFA,QF,콴타스항공,국제,PVG,도착,정기,화물,0,0,0,422,0,0,0
2022-02,QFA,QF,콴타스항공,국제,SYD,도착,정기,화물,0,0,0,14341,0,0,0
2022-02,QTR,QR,카타르항공,국제,DOH,도착,정기,화물,0,0,0,1738200,0,2157,0
2022-02,QTR,QR,카타르항공,국제,DOH,도착,정기,여객,5951,29,242,556568,0,15219,166283
2022-02,QTR,QR,카타르항공,국제,DOH,도착,부정기,화물,0,0,0,14994,0,0,0
2022-02,QTR,QR,카타르항공,국제,DOH,출발,정기,화물,0,0,0,1603634,0,25054,0
2022-02,QTR,QR,카타르항공,국제,DOH,출발,정기,여객,4778,33,99,364805,0,9746,142343
2022-02,QTR,QR,카타르항공,국제,DOH,출발,부정기,화물,0,0,0,15921,0,0,0
2022-02,SBI,S7,시베리아 항공,국제,OVB,도착,부정기,여객,138,4,7,1289,0,0,2404
2022-02,SBI,S7,시베리아 항공,국제,OVB,출발,부정기,여객,213,0,25,2203,0,0,5650
2022-02,SBI,S7,시베리아 항공,국제,VVO,도착,정기,여객,299,4,7,312,0,0,7269
2022-02,SBI,S7,시베리아 항공,국제,VVO,도착,부정기,여객,74,1,0,32,0,0,1516
2022-02,SBI,S7,시베리아 항공,국제,VVO,출발,정기,여객,119,0,7,2288,0,0,3080
2022-02,SBI,S7,시베리아 항공,국제,VVO,출발,부정기,여객,436,8,346,5468,0,0,16901
2022-02,SHU,HZ,오로라항공 (구 사할린항공),국제,VVO,도착,정기,여객,130,2,6,1474,0,1141,3284
2022-02,SHU,HZ,오로라항공 (구 사할린항공),국제,VVO,도착,부정기,여객,25,1,0,602,0,356,493
2022-02,SHU,HZ,오로라항공 (구 사할린항공),국제,VVO,출발,정기,여객,107,0,13,1133,0,0,2978
2022-02,SHU,HZ,오로라항공 (구 사할린항공),국제,VVO,출발,부정기,여객,43,0,10,1008,0,0,1508
2022-02,SIA,SQ,싱가폴항공,국제,SIN,도착,정기,여객,4421,30,141,274078,0,3831,99802
2022-02,SIA,SQ,싱가폴항공,국제,SIN,도착,부정기,화물,0,0,0,36279,0,1453,0
2022-02,SIA,SQ,싱가폴항공,국제,SIN,출발,정기,여객,4644,42,64,358539,0,8597,119074
2022-02,SIA,SQ,싱가폴항공,국제,SIN,출발,부정기,화물,0,0,0,128342,0,1249,0
2022-02,SVA,SV,사우디 아라비안 항공,국제,RUH,도착,부정기,화물,0,0,0,30093,0,0,0
2022-02,SVA,SV,사우디 아라비안 항공,국제,RUH,출발,부정기,화물,0,0,0,234605,0,559,0
2022-02,TGW,TR,스쿠트타이거항공,국제,SIN,도착,정기,여객,573,0,0,47243,0,324,10982
2022-02,TGW,TR,스쿠트타이거항공,국제,SIN,출발,정기,여객,260,1,3,35620,0,0,4518
2022-02,THA,TG,타이항공,국제,BKK,도착,정기,여객,1310,12,10,136610,0,5244,30940
2022-02,THA,TG,타이항공,국제,BKK,도착,부정기,화물,0,0,0,471774,0,7981,0
2022-02,THA,TG,타이항공,국제,BKK,도착,부정기,여객,218,3,0,15694,0,2014,5042
2022-02,THA,TG,타이항공,국제,BKK,출발,정기,여객,677,16,28,107738,0,7933,15407
2022-02,THA,TG,타이항공,국제,BKK,출발,부정기,화물,0,0,0,129676,0,2617,0
2022-02,THA,TG,타이항공,국제,BKK,출발,부정기,여객,1043,19,18,161696,0,18745,23090
2022-02,THY,TK,터키항공,국제,ISL,도착,정기,화물,0,0,0,125705,0,0,0
2022-02,THY,TK,터키항공,국제,ISL,출발,정기,화물,0,0,0,122094,0,1079,0
2022-02,THY,TK,터키항공,국제,IST,도착,정기,화물,0,0,0,426871,0,1640,0
2022-02,THY,TK,터키항공,국제,IST,도착,정기,여객,3106,12,52,258015,0,7490,82534
2022-02,THY,TK,터키항공,국제,IST,출발,정기,화물,0,0,0,468107,0,3415,0
2022-02,THY,TK,터키항공,국제,IST,출발,정기,여객,2474,9,24,254268,0,1825,69222
2022-02,TWB,TW,티웨이항공,국제,ICN,도착,부정기,여객,83,1,0,0,0,0,0
2022-02,TWB,TW,티웨이항공,국제,ICN,출발,부정기,여객,83,1,0,0,0,0,0
2022-02,TWB,TW,티웨이항공,국제,SPN,도착,정기,여객,946,1,1,0,0,0,15425
2022-02,TWB,TW,티웨이항공,국제,SPN,출발,정기,여객,968,1,3,0,0,0,14906
2022-02,TWB,TW,티웨이항공,국제,TNA,도착,정기,여객,543,1,3,117,0,117,11012
2022-02,TWB,TW,티웨이항공,국제,TNA,출발,정기,여객,401,0,0,0,0,0,8986
2022-02,TWB,TW,티웨이항공,국제,VTE,도착,부정기,여객,98,2,2,1276,0,0,1801
2022-02,TWB,TW,티웨이항공,국제,VTE,출발,부정기,여객,32,0,0,1017,0,0,755
2022-02,TWB,TW,티웨이항공,국제,WUH,도착,정기,여객,452,1,2,0,0,0,10032
2022-02,TWB,TW,티웨이항공,국제,WUH,출발,정기,여객,237,1,0,252,0,0,5310
2022-02,TWB,TW,티웨이항공,국제,YNJ,도착,정기,여객,729,0,0,0,0,0,14246
2022-02,TZP,ZG,집에어 도쿄,국제,NRT,도착,정기,여객,984,7,0,133735,0,26689,19880
2022-02,TZP,ZG,집에어 도쿄,국제,NRT,도착,부정기,화물,0,0,0,187162,0,30295,0
2022-02,TZP,ZG,집에어 도쿄,국제,NRT,출발,정기,여객,509,6,1,74167,0,2548,11158
2022-02,TZP,ZG,집에어 도쿄,국제,NRT,출발,부정기,화물,0,0,0,81272,0,0,0
2022-02,UAE,EK,에미리트항공,국제,DXB,도착,정기,여객,5389,35,200,527250,0,4031,140842
2022-02,UAE,EK,에미리트항공,국제,DXB,도착,부정기,화물,0,0,0,103323,0,0,0
2022-02,UAE,EK,에미리트항공,국제,DXB,출발,정기,여객,5047,29,102,589759,0,0,143858
2022-02,UAE,EK,에미리트항공,국제,DXB,출발,부정기,화물,0,0,0,95658,0,0,0
2022-02,UAL,UA,유나이티드항공,국제,ORD,도착,부정기,화물,0,0,0,127033,0,0,0
2022-02,UAL,UA,유나이티드항공,국제,ORD,출발,부정기,화물,0,0,0,377651,0,0,0
2022-02,UAL,UA,유나이티드항공,국제,SFO,도착,정기,여객,2583,12,482,172821,0,62710,101015
2022-02,UAL,UA,유나이티드항공,국제,SFO,도착,부정기,화물,0,0,0,33254,0,10797,0
2022-02,UAL,UA,유나이티드항공,국제,SFO,출발,정기,여객,1901,12,148,382705,0,28743,66721
2022-02,UAL,UA,유나이티드항공,국제,SFO,출발,부정기,여객,271,1,26,58194,0,4340,9329
2022-02,UBA,UB,미얀마 항공,국제,RGN,도착,부정기,화물,0,0,0,17094,0,571,0
2022-02,UBA,UB,미얀마 항공,국제,RGN,출발,부정기,여객,190,0,117,0,0,0,7866
2022-02,UPS,5X,유피에스항공,국제,ANC,도착,정기,화물,0,0,0,630706,60290,0,0
2022-02,UPS,5X,유피에스항공,국제,ANC,도착,부정기,화물,0,0,0,76759,0,0,0
2022-02,UPS,5X,유피에스항공,국제,ANC,출발,정기,화물,0,0,0,1272498,229780,0,0
2022-02,UPS,5X,유피에스항공,국제,ANC,출발,부정기,화물,0,0,0,6455,0,0,0
2022-02,UPS,5X,유피에스항공,국제,BKK,도착,부정기,화물,0,0,0,904,0,0,0
2022-02,UPS,5X,유피에스항공,국제,CGN,출발,정기,화물,0,0,0,533637,66817,0,0
2022-02,UPS,5X,유피에스항공,국제,CGN,출발,부정기,화물,0,0,0,130032,42822,0,0
2022-02,UPS,5X,유피에스항공,국제,CGO,도착,정기,화물,0,0,0,330581,270392,0,0
2022-02,UPS,5X,유피에스항공,국제,CGO,출발,정기,화물,0,0,0,214745,44236,0,0
2022-02,UPS,5X,유피에스항공,국제,DXB,도착,부정기,화물,0,0,0,65853,0,0,0
2022-02,UPS,5X,유피에스항공,국제,HAN,도착,정기,화물,0,0,0,2259,0,0,0
2022-02,UPS,5X,유피에스항공,국제,HKG,출발,정기,화물,0,0,0,190445,13353,0,0
2022-02,UPS,5X,유피에스항공,국제,HKG,출발,부정기,화물,0,0,0,46308,0,0,0
2022-02,UPS,5X,유피에스항공,국제,PVG,도착,정기,화물,0,0,0,338625,34708,0,0
2022-02,UPS,5X,유피에스항공,국제,SDF,도착,정기,화물,0,0,0,34016,0,0,0
2022-02,UPS,5X,유피에스항공,국제,SDF,출발,정기,화물,0,0,0,10893,0,0,0
2022-02,UPS,5X,유피에스항공,국제,SYD,도착,정기,화물,0,0,0,119039,0,0,0
2022-02,UPS,5X,유피에스항공,국제,SZX,도착,정기,화물,0,0,0,534876,28604,0,0
2022-02,UPS,5X,유피에스항공,국제,SZX,출발,정기,화물,0,0,0,488496,230503,0,0
2022-02,UPS,5X,유피에스항공,국제,TPE,출발,정기,화물,0,0,0,116542,36286,0,0
2022-02,UZB,HY,우즈베키스탄항공,국제,TAS,도착,정기,여객,1122,8,9,19719,0,4103,28366
2022-02,UZB,HY,우즈베키스탄항공,국제,TAS,도착,부정기,화물,0,0,0,14867,0,0,0
2022-02,UZB,HY,우즈베키스탄항공,국제,TAS,출발,정기,여객,697,12,14,67002,0,0,25429
2022-02,UZB,HY,우즈베키스탄항공,국제,TAS,출발,부정기,화물,0,0,0,183541,0,0,0
2022-02,VDA,VI,볼가 항공,국제,EMA,출발,부정기,화물,0,0,0,76000,0,0,0
2022-02,VDA,VI,볼가 항공,국제,NVI,출발,부정기,화물,0,0,0,82841,0,0,0
2022-02,VJC,VJ,비엣제트항공,국제,HAN,도착,부정기,화물,0,0,0,53021,0,5394,0
2022-02,VJC,VJ,비엣제트항공,국제,HAN,출발,부정기,화물,0,0,0,56655,0,2438,0
2022-02,VJC,VJ,비엣제트항공,국제,HAN,출발,부정기,여객,629,18,22,0,0,0,16583
2022-02,VJC,VJ,비엣제트항공,국제,SGN,도착,부정기,화물,0,0,0,24890,0,0,0
2022-02,VJC,VJ,비엣제트항공,국제,SGN,출발,부정기,화물,0,0,0,22885,0,3568,0
2022-02,VJC,VJ,비엣제트항공,국제,SGN,출발,부정기,여객,680,19,35,0,0,0,17462
2022-02,VTI,UK,비스타라항공,국제,DEL,도착,부정기,여객,169,0,0,1822,0,0,5452
2022-02,VTI,UK,비스타라항공,국제,DEL,출발,부정기,여객,188,0,0,28128,0,0,9616
2022-02,XAX,D7,에어아시아 엑스,국제,KUL,도착,부정기,화물,0,0,0,168471,0,0,0
2022-02,XAX,D7,에어아시아 엑스,국제,KUL,출발,부정기,화물,0,0,0,135524,0,0,0
2022-03,AAL,AA,아메리칸항공,국제,DFW,도착,정기,여객,2404,13,1129,72005,0,18112,81743
2022-03,AAL,AA,아메리칸항공,국제,DFW,도착,부정기,화물,0,0,0,323553,0,14350,0
2022-03,AAL,AA,아메리칸항공,국제,DFW,출발,정기,여객,2714,9,142,307536,0,18148,63762
2022-03,AAL,AA,아메리칸항공,국제,DFW,출발,부정기,화물,0,0,0,192308,0,6252,0
2022-03,AAL,AA,아메리칸항공,국제,LAX,도착,부정기,화물,0,0,0,408467,0,41906,0
2022-03,AAL,AA,아메리칸항공,국제,PVG,출발,부정기,화물,0,0,0,306954,0,0,0
2022-03,AAR,OZ,아시아나항공,국제,ADD,도착,부정기,여객,130,0,0,0,0,0,1430
